,YEAR WON,SPORT,LEVEL,GENDER,DIVISION,WINNER
2264,2016-17,BADMINTON,,,Div 3,Bishop McNally
2265,2016-17,BASKETBALL,,,Junior Girls Div 1,Centennial
2266,2016-17,BASKETBALL,,,Junior Girls Div 2,Robert Thirsk
2267,2016-17,BASKETBALL,,,Junior Girls Div 3,John G. Diefenbaker
2268,2016-17,BASKETBALL,,,Junior Boys Div 1,Bishop O’Byrnre
2269,2016-17,BASKETBALL,,,Junior Boys Div 2,Sir Winston Churchill
2270,2016-17,BASKETBALL,,,Junior Boys Div 3,Central Memorial
2271,2016-17,BASKETBALL,,,Senior Girls Div 1,Western Canada
2272,2016-17,BASKETBALL,,,Senior Girls Div 2,Bowness
2273,2016-17,BASKETBALL,,,Senior Girls Div 3,Forest Lawn
2274,2016-17,BASKETBALL,,,Senior Boys Div 1,Lester B. Pearson
2275,2016-17,BASKETBALL,,,Senior Boys Div 2,William Aberhart
2276,2016-17,BASKETBALL,,,Senior Boys Div 3,James Fowler
2277,2016-17,BOYS SOCCER,,,Junior Div 1,William Aberhart
2278,2016-17,BOYS SOCCER,,,Junior Div 2,James Fowler
2279,2016-17,BOYS SOCCER,,,Senior Div 1,William Aberhart
2280,2016-17,BOYS SOCCER,,,Senior Div 2,Robert Thirsk
2281,2016-17,BOYS SOCCER,,,Senior Div 3,Queen Elizabeth
2282,2016-17,FIELD HOCKEY,,,Junior Div 1,Western Canada
2283,2016-17,FIELD HOCKEY,,,Junior Div 2,Bishop Carroll
2284,2016-17,FIELD HOCKEY,,,Senior Div 1,Bishop Carroll
2285,2016-17,FIELD HOCKEY,,,Senior Div 2,Bishop Grandin
2286,2016-17,FIELD HOCKEY,,,Senior Div 3,St. Mary’s
2287,2016-17,RUGBY,,,Senior Girls Div 1,Western Canada
2288,2016-17,RUGBY,,,Senior Girls Div 2,St. Francis
2289,2016-17,RUGBY,,,Senior Girls Div 3,Crescent Heights
2290,2016-17,RUGBY,,,Junior Boys Div 1,St. Francis
2291,2016-17,RUGBY,,,Junior Boys Div 2,Dr. E.P. Scarlett
2292,2016-17,RUGBY,,,Senior Boys Div 1,Centennial
2293,2016-17,RUGBY,,,Senior Boys Div 2,John G. Diefenbaker
2294,2016-17,RUGBY,,,Senior Boys Div 3,Bishop McNally
2295,2016-17,TRACK & FIELD,,,Junior Girls,Crescent Heights
2296,2016-17,TRACK & FIELD,,,Intermediate Girls,William Aberhart
2297,2016-17,TRACK & FIELD,,,Senior Girls,William Aberhart
2298,2016-17,TRACK & FIELD,,,Junior Boys,Crescent Heights
2299,2016-17,TRACK & FIELD,,,Intermediate Boys,Crescent Heights
2300,2016-17,TRACK & FIELD,,,Senior Boys,William Aberhart
2301,2017-18,CROSS COUNTRY,,,Junior Girls,Western Canada
2302,2017-18,CROSS COUNTRY,,,Intermediate Girls,Bishop Carroll
2303,2017-18,CROSS COUNTRY,,,Senior Girls,William Aberhart
2304,2017-18,CROSS COUNTRY,,,Junior Boys,William Aberhart
2305,2017-18,CROSS COUNTRY,,,Intermediate Boys,Sir Winston Churchill
2306,2017-18,CROSS COUNTRY,,,Senior Boys,William Aberhart
2307,2017-18,GIRLS SOCCER,,,Senior Div 1,St. Mary's
2308,2017-18,GIRLS SOCCER,,,Senior Div 2,Lord Beaverbrook
2309,2017-18,GIRLS SOCCER,,,Senior Div 3,St. Gabriel
2310,2017-18,GIRLS SOCCER,,,Senior Div 4,Queen Elizabeth
2311,2017-18,FOOTBALL,,,Junior Div 1,St. Francis
2312,2017-18,FOOTBALL,,,Junior Div 2,Scarlett/Central
2313,2017-18,FOOTBALL,,,Junior Div 3,Bowness/Churchill
2314,2017-18,FOOTBALL,,,Senior Div 1,St. Francis
2315,2017-18,FOOTBALL,,,Senior Div 2,William Aberhart
2316,2017-18,FOOTBALL,,,Senior Div 3,Lord Beaverbrook
2317,2017-18,VOLLEYBALL,,,Junior Girls Div 1,Western Canada
2318,2017-18,VOLLEYBALL,,,Junior Girls Div 2,Bowness
2319,2017-18,VOLLEYBALL,,,Junior Girls Div 3,St. Gabriel
2320,2017-18,VOLLEYBALL,,,Junior Boys Div 1,Dr. E.P. Scarlett
2321,2017-18,VOLLEYBALL,,,Junior Boys Div 2,Lord Beaverbrook
2322,2017-18,VOLLEYBALL,,,Junior Boys Div 3,Father Lacombe
2323,2017-18,VOLLEYBALL,,,Senior Girls Div 1,Western Canada
2324,2017-18,VOLLEYBALL,,,Senior Girls Div 2,St. Mary's
2325,2017-18,VOLLEYBALL,,,Senior Girls Div 3,James Fowler
2326,2017-18,VOLLEYBALL,,,Senior Boys Div 1,Western Canada
2327,2017-18,VOLLEYBALL,,,Senior Boys Div 2,St. Mary's
2328,2017-18,VOLLEYBALL,,,Senior Boys Div 3,St. Martin de Porres
2329,2017-18,SWIMMING,,,Bow Division Team Aggregate,Sir Winston Churchill
2330,2017-18,SWIMMING,,,Elbow Division Team Aggregate,Dr. E.P. Scarlett
2331,2017-18,DIVING,,,Team Aggregate,Western Canada
2332,2017-18,WRESTLING,,,Girls,Sir Winston Churchill
2333,2017-18,WRESTLING,,,Boys,Bishop Grandin
2334,2017-18,BADMINTON,,,Div 1,Sir Winston Churchill
2335,2017-18,BADMINTON,,,Div 2,Ernest Manning
2336,2017-18,BADMINTON,,,Div 3,Father Lacombe
2337,2017-18,BASKETBALL,,,Junior Girls Div 1,Centennial
2338,2017-18,BASKETBALL,,,Junior Girls Div 2,Father Lacombe
2339,2017-18,BASKETBALL,,,Junior Girls Div 3,Lord Beverbrook
2340,2017-18,BASKETBALL,,,Junior Boys Div 1,Bishop O'Byrne
2341,2017-18,BASKETBALL,,,Junior Boys Div 2,Centennial
2342,2017-18,BASKETBALL,,,Junior Boys Div 3,Lord Beaverbrook
2343,2017-18,BASKETBALL,,,Senior Girls Div 1,Centennial
2344,2017-18,BASKETBALL,,,Senior Girls Div 2,Notre Dame
2345,2017-18,BASKETBALL,,,Senior Girls Div 3,John G. Diefenbaker
2346,2017-18,BASKETBALL,,,Senior Boys Div 1,Bishop O'Byrne
2347,2017-18,BASKETBALL,,,Senior Boys Div 2,Centennial
2348,2017-18,BASKETBALL,,,Senior Boys Div 3,Robert Thirsk
2349,2017-18,BOYS SOCCER,,,Junior Div 1, Robert Thirsk
2350,2017-18,BOYS SOCCER,,,Junior Div 2,Western Canada
2351,2017-18,BOYS SOCCER,,,Senior Div 1,William Aberhart
2352,2017-18,BOYS SOCCER,,,Senior Div 2,Bishop O’Byrne
2353,2017-18,BOYS SOCCER,,,Senior Div 3,Bowness
2354,2017-18,FIELD HOCKEY,,,Junior Div 1,Western Canada
2355,2017-18,FIELD HOCKEY,,,Junior Div 2,Dr. E.P. Scarlett
2356,2017-18,FIELD HOCKEY,,,Senior Div 1, William Aberhart
2357,2017-18,FIELD HOCKEY,,,Senior Div 2,Centennial
2358,2017-18,FIELD HOCKEY,,,Senior Div 3,Bowness
2359,2017-18,RUGBY,,,Senior Girls Div 1,Western Canada
2360,2017-18,RUGBY,,,Senior Girls Div 2,Centennial
2361,2017-18,RUGBY,,,Senior Girls Div 3,Lord Beaverbrook
2362,2017-18,RUGBY,,,Junior Girls Div 1,Notre Dame
2363,2017-18,RUGBY,,,Junior Boys Div 1, Henry Wise Wood
2364,2017-18,RUGBY,,,Junior Boys Div 2,Lester B. Pearson
2365,2017-18,RUGBY,,,Senior Boys Div 1,St. Francis
2366,2017-18,RUGBY,,,Senior Boys Div 2,Sir Winston Churchill
2367,2017-18,RUGBY,,,Senior Boys Div 3,Notre Dame
2368,2017-18,TRACK & FIELD,,,Junior Girls,Western Canada
2369,2017-18,TRACK & FIELD,,,Intermediate Girls,Crescent Heights
2370,2017-18,TRACK & FIELD,,,Senior Girls,William Aberhart
2371,2017-18,TRACK & FIELD,,,Junior Boys,Crescent Heights
2372,2017-18,TRACK & FIELD,,,Intermediate Boys,Crescent Heights
2373,2017-18,TRACK & FIELD,,,Senior Boys,Crescent Heights
2374,2018-19,CROSS COUNTRY,,,Junior Girls,Western Canada
2375,2018-19,CROSS COUNTRY,,,Intermediate Girls,Western Canada
2376,2018-19,CROSS COUNTRY,,,Senior Girls,William Aberhart
2377,2018-19,CROSS COUNTRY,,,Junior Boys,Western Canada
2378,2018-19,CROSS COUNTRY,,,Intermediate Boys,William Aberhart
2379,2018-19,CROSS COUNTRY,,,Senior Boys,Sir Winston Churchill
2380,2018-19,GIRLS SOCCER,,,Senior Div 1,Bishop Carroll
2381,2018-19,GIRLS SOCCER,,,Senior Div 2,St. Francis
2382,2018-19,GIRLS SOCCER,,,Senior Div 3,Bishop Grandin
2383,2018-19,GIRLS SOCCER,,,Senior Div 4,Lord Beaverbrook
2384,2018-19,FOOTBALL,,,Junior Div 1,St. Francis
2385,2018-19,FOOTBALL,,,Junior Div 2,William Aberhart
2386,2018-19,FOOTBALL,,,Senior Div 1,Notre Dame
2387,2018-19,FOOTBALL,,,Senior Div 2,William Aberhart
2388,2018-19,FOOTBALL,,,Senior Div 3,Western Canada
2389,2018-19,VOLLEYBALL,,,Junior Girls Div 1,Western Canada
2390,2018-19,VOLLEYBALL,,,Junior Girls Div 2,Bowness
2391,2018-19,VOLLEYBALL,,,Junior Girls Div 3,Bishop McNally
2392,2018-19,VOLLEYBALL,,,Junior Boys Div 1,Dr. E.P. Scarlett
2393,2018-19,VOLLEYBALL,,,Junior Boys Div 2,All Saints
2394,2018-19,VOLLEYBALL,,,Junior Boys Div 3,Bowness
2395,2018-19,VOLLEYBALL,,,Senior Girls Div 1,Western Canada
2396,2018-19,VOLLEYBALL,,,Senior Girls Div 2,Ernest Manning
2397,2018-19,VOLLEYBALL,,,Senior Girls Div 3,Central Memorial
2398,2018-19,VOLLEYBALL,,,Senior Boys Div 1,Western Canada
2399,2018-19,VOLLEYBALL,,,Senior Boys Div 2,Crescent Heights
2400,2018-19,VOLLEYBALL,,,Senior Boys Div 3,Central Memorial
2401,2018-19,SWIMMING,,,Bow Division Team Aggregate,Sir Winston Churchill
2402,2018-19,SWIMMING,,,Elbow Division Team Aggregate,Dr. E.P. Scarlett
2403,2018-19,DIVING,,,Team Aggregate,William Aberhart
2404,2018-19,WRESTLING,,,Girls,Sir Winston Churchill
2405,2018-19,WRESTLING,,,Boys,Sir Winston Churchill
2406,2018-19,BADMINTON,,,Div 1,Sir Winston Churchill
2407,2018-19,BADMINTON,,,Div 2,Bishop McNally
2408,2018-19,BADMINTON,,,Div 3,All Saints
2409,2018-19,BASKETBALL,,,Junior Girls Div 1,Bowness
2410,2018-19,BASKETBALL,,,Junior Girls Div 2,Father Lacombe
2411,2018-19,BASKETBALL,,,Junior Girls Div 3,Henry Wise Wood
2412,2018-19,BASKETBALL,,,Junior Boys Div 1,Bishop McNally
2413,2018-19,BASKETBALL,,,Junior Boys Div 2,Lester B. Pearson
2414,2018-19,BASKETBALL,,,Junior Boys Div 3,Henry Wise Wood
2415,2018-19,BASKETBALL,,,Senior Girls Div 1,Bishop Carroll
2416,2018-19,BASKETBALL,,,Senior Girls Div 2,Bishop O’Byrne
2417,2018-19,BASKETBALL,,,Senior Girls Div 3,Henry Wise Wood
2418,2018-19,BASKETBALL,,,Senior Boys Div 1,Western Canada
2419,2018-19,BASKETBALL,,,Senior Boys Div 2,Notre Dame
2420,2018-19,BASKETBALL,,,Senior Boys Div 3,Central Memorial
2421,2018-19,BOYS SOCCER,,,Junior Div 1,Western Canada
2422,2018-19,BOYS SOCCER,,,Junior Div 2,Crescent Heights
2423,2018-19,BOYS SOCCER,,,Senior Div 1,St. Francis
2424,2018-19,BOYS SOCCER,,,Senior Div 2,Lester B. Pearson
2425,2018-19,BOYS SOCCER,,,Senior Div 3,Bowness
2426,2018-19,FIELD HOCKEY,,,Junior Div 1,Dr. E.P. Scarlett
2427,2018-19,FIELD HOCKEY,,,Junior Div 2,William Aberhart
2428,2018-19,FIELD HOCKEY,,,Senior Div 1,Western Canada
2429,2018-19,FIELD HOCKEY,,,Senior Div 2,Queen Elizabeth
2430,2018-19,FIELD HOCKEY,,,Senior Div 3,Henry Wise Wood
2431,2018-19,RUGBY,,,Senior Girls Div 1,Notre Dame
2432,2018-19,RUGBY,,,Senior Girls Div 2,John G. Diefenbaker
2433,2018-19,RUGBY,,,Senior Girls Div 3,Joane Cardinal Schubert
2434,2018-19,RUGBY,,,Junior Girls Div 1,Western Canada
2435,2018-19,RUGBY,,,Junior Boys Div 1,Western Canada
2436,2018-19,RUGBY,,,Junior Boys Div 2,Ernest Manning
2437,2018-19,RUGBY,,,Senior Boys Div 1,Henry Wise Wood
2438,2018-19,RUGBY,,,Senior Boys Div 2,Lester B. Pearson
2439,2018-19,RUGBY,,,Senior Boys Div 3,Central Memorial
2440,2018-19,TRACK & FIELD,,,Junior Girls,William Aberhart
2441,2018-19,TRACK & FIELD,,,Intermediate Girls,Crescent Heights
2442,2018-19,TRACK & FIELD,,,Senior Girls,Crescent Heights
2443,2018-19,TRACK & FIELD,,,Junior Boys,Crescent Heights
2444,2018-19,TRACK & FIELD,,,Intermediate Boys,Crescent Heights
2445,2018-19,TRACK & FIELD,,,Senior Boys,William Aberhart
2446,2019-20,CROSS COUNTRY,,,Junior Girls,William Aberhart
2447,2019-20,CROSS COUNTRY,,,Intermediate Girls,St. Timothy
2448,2019-20,CROSS COUNTRY,,,Senior Girls,Western Canada
2449,2019-20,CROSS COUNTRY,,,Junior Boys,William Aberhart
2450,2019-20,CROSS COUNTRY,,,Intermediate Boys,William Aberhart
2451,2019-20,CROSS COUNTRY,,,Senior Boys,William Aberhart
2452,2019-20,GIRLS SOCCER,,,Senior Div 1,Ernest Manning
2453,2019-20,GIRLS SOCCER,,,Senior Div 2,St. Francis
2454,2019-20,GIRLS SOCCER,,,Senior Div 3,St. Gabriel
2455,2019-20,GIRLS SOCCER,,,Senior Div 4,Lester B. Pearson
2456,2019-20,FOOTBALL,,,Junior Div 1,Ernest Manning
2457,2019-20,FOOTBALL,,,Junior Div 2,Notre Dame
2458,2019-20,FOOTBALL,,,Junior Div 3,Churchill/Bowness
2459,2019-20,FOOTBALL,,,Senior Div 1A,St. Francis
2460,2019-20,FOOTBALL,,,Senior Div 1B,Ernest Manning
2461,2019-20,FOOTBALL,,,Senior Div 2,All Saints
2462,2019-20,FOOTBALL,,,Senior Div 3,Diefenbaker/Fowler
2463,2019-20,VOLLEYBALL,,,Junior Girls Div 1,William Aberhart
2464,2019-20,VOLLEYBALL,,,Junior Girls Div 2,Ernest Manning
2465,2019-20,VOLLEYBALL,,,Junior Girls Div 3,St. Gabriel
2466,2019-20,VOLLEYBALL,,,Junior Boys Div 1,William Aberhart
2467,2019-20,VOLLEYBALL,,,Junior Boys Div 2,Joane Cardinal Schubert
2468,2019-20,VOLLEYBALL,,,Junior Boys Div 3,John G. Diefenbaker
2469,2019-20,VOLLEYBALL,,,Senior Girls Div 1,Western Canada
2470,2019-20,VOLLEYBALL,,,Senior Girls Div 2,All Saints
2471,2019-20,VOLLEYBALL,,,Senior Girls Div 3,James Fowler
2472,2019-20,VOLLEYBALL,,,Senior Boys Div 1,William Aberhart
2473,2019-20,VOLLEYBALL,,,Senior Boys Div 2,Bowness
2474,2019-20,VOLLEYBALL,,,Senior Boys Div 3,Bishop McNally
2475,2019-20,SWIMMING,,,Bow Division Team Aggregate,Sir Winston Churchill
2476,2019-20,SWIMMING,,,Elbow Division Team Aggregate,Crescent Heights
2477,2019-20,DIVING,,,Team Aggregate,William Aberhart
2478,2019-20,WRESTLING,,,Girls,Crescent Heights
2479,2019-20,WRESTLING,,,Boys,Sir Winston Churchill
2480,2019-20,BADMINTON,,,Div 1,did not occur
2481,2019-20,BADMINTON,,,Div 2,did not occur
2482,2019-20,BADMINTON,,,Div 3,did not occur
2483,2019-20,BASKETBALL,,,Junior Girls Div 1,Centennial
2484,2019-20,BASKETBALL,,,Junior Girls Div 2,Henry Wise Wood
2485,2019-20,BASKETBALL,,,Junior Girls Div 3,Forest Lawn
2486,2019-20,BASKETBALL,,,Junior Boys Div 1,Father Lacombe
2487,2019-20,BASKETBALL,,,Junior Boys Div 2,Bishop O’Byrne
2488,2019-20,BASKETBALL,,,Junior Boys Div 3,Bowness
2489,2019-20,BASKETBALL,,,Senior Girls Div 1,Western Canada
2490,2019-20,BASKETBALL,,,Senior Girls Div 2,Joane Cardinal Schubert
2491,2019-20,BASKETBALL,,,Senior Girls Div 3,Lord Beaverbrook
2492,2019-20,BASKETBALL,,,Senior Boys Div 1,Bishop McNally
2493,2019-20,BASKETBALL,,,Senior Boys Div 2,Ernest Manning
2494,2019-20,BASKETBALL,,,Senior Boys Div 3,St. Gabriel
2495,2019-20,BOYS SOCCER,,,Junior Div 1,did not occur due to Covid19 school closures
2496,2019-20,BOYS SOCCER,,,Junior Div 2,did not occur due to Covid19 school closures
2497,2019-20,BOYS SOCCER,,,Senior Div 1,did not occur due to Covid19 school closures
2498,2019-20,BOYS SOCCER,,,Senior Div 2,did not occur due to Covid19 school closures
2499,2019-20,BOYS SOCCER,,,Senior Div 3,did not occur due to Covid19 school closures
2500,2019-20,FIELD HOCKEY,,,Junior Div 1,did not occur due to Covid19 school closures
2501,2019-20,FIELD HOCKEY,,,Junior Div 2,did not occur due to Covid19 school closures
2502,2019-20,FIELD HOCKEY,,,Senior Div 1,did not occur due to Covid19 school closures
2503,2019-20,FIELD HOCKEY,,,Senior Div 2,did not occur due to Covid19 school closures
2504,2019-20,FIELD HOCKEY,,,Senior Div 3,did not occur due to Covid19 school closures
2505,2019-20,RUGBY,,,Senior Girls Div 1,did not occur due to Covid19 school closures
2506,2019-20,RUGBY,,,Senior Girls Div 2,did not occur due to Covid19 school closures
2507,2019-20,RUGBY,,,Senior Girls Div 3,did not occur due to Covid19 school closures
2508,2019-20,RUGBY,,,Junior Boys Div 1,did not occur due to Covid19 school closures
2509,2019-20,RUGBY,,,Junior Boys Div 2,did not occur due to Covid19 school closures
2510,2019-20,RUGBY,,,Senior Boys Div 1,did not occur due to Covid19 school closures
2511,2019-20,RUGBY,,,Senior Boys Div 2,did not occur due to Covid19 school closures
2512,2019-20,RUGBY,,,Senior Boys Div 3,did not occur due to Covid19 school closures
2513,2019-20,TRACK & FIELD,,,Junior Girls,did not occur due to Covid19 school closures
2514,2019-20,TRACK & FIELD,,,Intermediate Girls,did not occur due to Covid19 school closures
2515,2019-20,TRACK & FIELD,,,Senior Girls,did not occur due to Covid19 school closures
2516,2019-20,TRACK & FIELD,,,Junior Boys,did not occur due to Covid19 school closures
2517,2019-20,TRACK & FIELD,,,Intermediate Boys,did not occur due to Covid19 school closures
2518,2019-20,TRACK & FIELD,,,Senior Boys,did not occur due to Covid19 school closures
